-95.78293,29.834047,-95.771165,29.84303
-95.771165,29.834047,-95.759401,29.84303
-95.759401,29.834047,-95.747636,29.84303
-95.747636,29.834047,-95.735871,29.84303
-95.735871,29.834047,-95.724106,29.84303
-95.724106,29.834047,-95.712342,29.84303
-95.712342,29.834047,-95.700577,29.84303
-95.700577,29.834047,-95.688812,29.84303
-95.688812,29.834047,-95.677048,29.84303
-95.677048,29.834047,-95.665283,29.84303
-95.665283,29.834047,-95.653518,29.84303
-95.653518,29.834047,-95.641754,29.84303
-95.641754,29.834047,-95.629989,29.84303
-95.629989,29.834047,-95.618224,29.84303
-95.618224,29.834047,-95.606459,29.84303
-95.606459,29.834047,-95.594695,29.84303
-95.594695,29.834047,-95.58293,29.84303
-95.58293,29.834047,-95.571165,29.84303
-95.571165,29.834047,-95.559401,29.84303
-95.559401,29.834047,-95.547636,29.84303
-95.547636,29.834047,-95.535871,29.84303
-95.535871,29.834047,-95.524106,29.84303
-95.524106,29.834047,-95.512342,29.84303
-95.512342,29.834047,-95.500577,29.84303
-95.500577,29.834047,-95.488812,29.84303
-95.488812,29.834047,-95.477048,29.84303
-95.477048,29.834047,-95.465283,29.84303
-95.465283,29.834047,-95.453518,29.84303
-95.453518,29.834047,-95.441754,29.84303
-95.441754,29.834047,-95.429989,29.84303
-95.429989,29.834047,-95.418224,29.84303
-95.418224,29.834047,-95.406459,29.84303
-95.406459,29.834047,-95.394695,29.84303
-95.394695,29.834047,-95.38293,29.84303
-95.38293,29.834047,-95.371165,29.84303
-95.371165,29.834047,-95.359401,29.84303
-95.359401,29.834047,-95.347636,29.84303
-95.347636,29.834047,-95.335871,29.84303
-95.335871,29.834047,-95.324106,29.84303
-95.324106,29.834047,-95.312342,29.84303
-95.312342,29.834047,-95.300577,29.84303
-95.300577,29.834047,-95.288812,29.84303
-95.288812,29.834047,-95.277048,29.84303
-95.277048,29.834047,-95.265283,29.84303
-95.265283,29.834047,-95.253518,29.84303
-95.253518,29.834047,-95.241754,29.84303
-95.241754,29.834047,-95.229989,29.84303
-95.229989,29.834047,-95.218224,29.84303
-95.218224,29.834047,-95.206459,29.84303
-95.206459,29.834047,-95.194695,29.84303
-95.194695,29.834047,-95.18293,29.84303
-95.18293,29.834047,-95.171165,29.84303
-95.171165,29.834047,-95.159401,29.84303
-95.159401,29.834047,-95.147636,29.84303
-95.147636,29.834047,-95.135871,29.84303
-95.135871,29.834047,-95.124106,29.84303
-95.124106,29.834047,-95.112342,29.84303
-95.112342,29.834047,-95.100577,29.84303
-95.100577,29.834047,-95.088812,29.84303
-95.088812,29.834047,-95.077048,29.84303
-95.077048,29.834047,-95.065283,29.84303
-95.065283,29.834047,-95.053518,29.84303
-95.053518,29.834047,-95.041754,29.84303
-95.041754,29.834047,-95.029989,29.84303
-95.029989,29.834047,-95.018224,29.84303
-95.018224,29.834047,-95.006459,29.84303
-95.006459,29.834047,-94.994695,29.84303
-94.994695,29.834047,-94.98293,29.84303
-94.98293,29.834047,-94.971165,29.84303
-94.971165,29.834047,-94.959401,29.84303
-94.959401,29.834047,-94.947636,29.84303
-94.947636,29.834047,-94.935871,29.84303
-94.935871,29.834047,-94.924106,29.84303
-94.924106,29.834047,-94.912342,29.84303
-94.912342,29.834047,-94.900577,29.84303
-94.900577,29.834047,-94.888812,29.84303
-94.888812,29.834047,-94.877048,29.84303
-94.877048,29.834047,-94.865283,29.84303
-94.865283,29.834047,-94.853518,29.84303
-94.853518,29.834047,-94.841754,29.84303
-95.78293,29.825064,-95.771165,29.834047
-95.771165,29.825064,-95.759401,29.834047
-95.759401,29.825064,-95.747636,29.834047
-95.747636,29.825064,-95.735871,29.834047
-95.735871,29.825064,-95.724106,29.834047
-95.724106,29.825064,-95.712342,29.834047
-95.712342,29.825064,-95.700577,29.834047
-95.700577,29.825064,-95.688812,29.834047
-95.688812,29.825064,-95.677048,29.834047
-95.677048,29.825064,-95.665283,29.834047
-95.665283,29.825064,-95.653518,29.834047
-95.653518,29.825064,-95.641754,29.834047
-95.641754,29.825064,-95.629989,29.834047
-95.629989,29.825064,-95.618224,29.834047
-95.618224,29.825064,-95.606459,29.834047
-95.606459,29.825064,-95.594695,29.834047
-95.594695,29.825064,-95.58293,29.834047
-95.58293,29.825064,-95.571165,29.834047
-95.571165,29.825064,-95.559401,29.834047
-95.559401,29.825064,-95.547636,29.834047
